newTimes,utc,hour,minute,date
162,02:42,2,42,3/22/19
1014,16:54,16,54,3/23/19
234,03:54,3,54,3/24/19
947,15:47,15,47,3/25/19
191,03:11,3,11,3/26/19
457,07:37,7,37,3/27/19
737,12:17,12,17,3/28/19
708,11:48,11,48,3/29/19
687,11:27,11,27,3/30/19
1400,23:20,23,20,3/31/19
552,09:12,9,12,4/1/19
214,03:34,3,34,4/2/19
279,04:39,4,39,4/3/19
99,01:39,1,39,4/4/19
702,11:42,11,42,4/5/19
934,15:34,15,34,4/6/19
764,12:44,12,44,4/7/19
1404,23:24,23,24,4/8/19
1436,23:56,23,56,4/9/19
138,02:18,2,18,4/10/19
1109,18:29,18,29,4/11/19
139,02:19,2,19,4/12/19
914,15:14,15,14,4/13/19
807,13:27,13,27,4/14/19
61,01:01,1,1,4/15/19
261,04:21,4,21,4/16/19
1355,22:35,22,35,4/17/19
1403,23:23,23,23,4/18/19
1288,21:28,21,28,4/19/19
845,14:05,14,5,4/20/19
548,09:08,9,8,4/21/19
1178,19:38,19,38,4/22/19
59,00:59,0,59,4/23/19
137,02:17,2,17,4/24/19
939,15:39,15,39,4/25/19
952,15:52,15,52,4/26/19
15,00:15,0,15,4/27/19
1421,23:41,23,41,4/28/19
642,10:42,10,42,4/29/19
1305,21:45,21,45,4/30/19
779,12:59,12,59,5/1/19
962,16:02,16,2,5/2/19
80,01:20,1,20,5/3/19
111,01:51,1,51,5/4/19
426,07:06,7,6,5/5/19
1255,20:55,20,55,5/6/19
89,01:29,1,29,5/7/19
651,10:51,10,51,5/8/19
1281,21:21,21,21,5/9/19
1222,20:22,20,22,5/10/19
1056,17:36,17,36,5/11/19
653,10:53,10,53,5/12/19
953,15:53,15,53,5/13/19
650,10:50,10,50,5/14/19
1142,19:02,19,2,5/15/19
604,10:04,10,4,5/16/19
332,05:32,5,32,5/17/19
163,02:43,2,43,5/18/19
1212,20:12,20,12,5/19/19
662,11:02,11,2,5/20/19
1198,19:58,19,58,5/21/19
931,15:31,15,31,5/22/19
875,14:35,14,35,5/23/19
36,00:36,0,36,5/24/19
1031,17:11,17,11,5/25/19
1370,22:50,22,50,5/26/19
1241,20:41,20,41,5/27/19
928,15:28,15,28,5/28/19
433,07:13,7,13,5/29/19
274,04:34,4,34,5/30/19
988,16:28,16,28,5/31/19
302,05:02,5,2,6/1/19
1146,19:06,19,6,6/2/19
1221,20:21,20,21,6/3/19
476,07:56,7,56,6/4/19
1095,18:15,18,15,6/5/19
743,12:23,12,23,6/6/19
804,13:24,13,24,6/7/19
422,07:02,7,2,6/8/19
231,03:51,3,51,6/9/19
946,15:46,15,46,6/10/19
416,06:56,6,56,6/11/19
1214,20:14,20,14,6/12/19
448,07:28,7,28,6/13/19
221,03:41,3,41,6/14/19
543,09:03,9,3,6/15/19
55,00:55,0,55,6/16/19
148,02:28,2,28,6/17/19
1082,18:02,18,2,6/18/19
114,01:54,1,54,6/19/19
1236,20:36,20,36,6/20/19
193,03:13,3,13,6/21/19
667,11:07,11,7,6/22/19
1371,22:51,22,51,6/23/19
920,15:20,15,20,6/24/19
601,10:01,10,1,6/25/19
916,15:16,15,16,6/26/19
220,03:40,3,40,6/27/19
1277,21:17,21,17,6/28/19
789,13:09,13,9,6/29/19
19,00:19,0,19,6/30/19
910,15:10,15,10,7/1/19
192,03:12,3,12,7/2/19
806,13:26,13,26,7/3/19
1102,18:22,18,22,7/4/19
1088,18:08,18,8,7/5/19
483,08:03,8,3,7/6/19
786,13:06,13,6,7/7/19
654,10:54,10,54,7/8/19
499,08:19,8,19,7/9/19
1410,23:30,23,30,7/10/19
197,03:17,3,17,7/11/19
377,06:17,6,17,7/12/19
816,13:36,13,36,7/13/19
1110,18:30,18,30,7/14/19
1398,23:18,23,18,7/15/19
888,14:48,14,48,7/16/19
1319,21:59,21,59,7/17/19
1320,22:00,22,0,7/18/19
164,02:44,2,44,7/19/19
681,11:21,11,21,7/20/19
249,04:09,4,9,7/21/19
1,00:01,0,1,7/22/19
803,13:23,13,23,7/23/19
529,08:49,8,49,7/24/19
445,07:25,7,25,7/25/19
892,14:52,14,52,7/26/19
22,00:22,0,22,7/27/19
887,14:47,14,47,7/28/19
712,11:52,11,52,7/29/19
1038,17:18,17,18,7/30/19
1322,22:02,22,2,7/31/19
1418,23:38,23,38,8/1/19
619,10:19,10,19,8/2/19
1124,18:44,18,44,8/3/19
1183,19:43,19,43,8/4/19
1181,19:41,19,41,8/5/19
336,05:36,5,36,8/6/19
1116,18:36,18,36,8/7/19
1228,20:28,20,28,8/8/19
1437,23:57,23,57,8/9/19
1252,20:52,20,52,8/10/19
372,06:12,6,12,8/11/19
16,00:16,0,16,8/12/19
1291,21:31,21,31,8/13/19
649,10:49,10,49,8/14/19
941,15:41,15,41,8/15/19
1133,18:53,18,53,8/16/19
932,15:32,15,32,8/17/19
1379,22:59,22,59,8/18/19
656,10:56,10,56,8/19/19
1127,18:47,18,47,8/20/19
144,02:24,2,24,8/21/19
391,06:31,6,31,8/22/19
1015,16:55,16,55,8/23/19
173,02:53,2,53,8/24/19
782,13:02,13,2,8/25/19
1170,19:30,19,30,8/26/19
896,14:56,14,56,8/27/19
1346,22:26,22,26,8/28/19
674,11:14,11,14,8/29/19
598,09:58,9,58,8/30/19
1278,21:18,21,18,8/31/19
989,16:29,16,29,9/1/19
516,08:36,8,36,9/2/19
716,11:56,11,56,9/3/19
703,11:43,11,43,9/4/19
610,10:10,10,10,9/5/19
1101,18:21,18,21,9/6/19
374,06:14,6,14,9/7/19
91,01:31,1,31,9/8/19
614,10:14,10,14,9/9/19
849,14:09,14,9,9/10/19
379,06:19,6,19,9/11/19
1348,22:28,22,28,9/12/19
1053,17:33,17,33,9/13/19
67,01:07,1,7,9/14/19
730,12:10,12,10,9/15/19
213,03:33,3,33,9/16/19
879,14:39,14,39,9/17/19
1141,19:01,19,1,9/18/19
43,00:43,0,43,9/19/19
134,02:14,2,14,9/20/19
492,08:12,8,12,9/21/19
85,01:25,1,25,9/22/19
419,06:59,6,59,9/23/19
1080,18:00,18,0,9/24/19
1105,18:25,18,25,9/25/19
963,16:03,16,3,9/26/19
27,00:27,0,27,9/27/19
603,10:03,10,3,9/28/19
554,09:14,9,14,9/29/19
325,05:25,5,25,9/30/19
1055,17:35,17,35,10/1/19
959,15:59,15,59,10/2/19
898,14:58,14,58,10/3/19
328,05:28,5,28,10/4/19
256,04:16,4,16,10/5/19
142,02:22,2,22,10/6/19
1399,23:19,23,19,10/7/19
474,07:54,7,54,10/8/19
1186,19:46,19,46,10/9/19
303,05:03,5,3,10/10/19
668,11:08,11,8,10/11/19
440,07:20,7,20,10/12/19
1362,22:42,22,42,10/13/19
128,02:08,2,8,10/14/19
364,06:04,6,4,10/15/19
149,02:29,2,29,10/16/19
407,06:47,6,47,10/17/19
58,00:58,0,58,10/18/19
409,06:49,6,49,10/19/19
857,14:17,14,17,10/20/19
503,08:23,8,23,10/21/19
509,08:29,8,29,10/22/19
1104,18:24,18,24,10/23/19
1268,21:08,21,8,10/24/19
551,09:11,9,11,10/25/19
1182,19:42,19,42,10/26/19
395,06:35,6,35,10/27/19
28,00:28,0,28,10/28/19
1051,17:31,17,31,10/29/19
81,01:21,1,21,10/30/19
623,10:23,10,23,10/31/19
7,00:07,0,7,11/1/19
488,08:08,8,8,11/2/19
354,05:54,5,54,11/3/19
116,01:56,1,56,11/4/19
595,09:55,9,55,11/5/19
596,09:56,9,56,11/6/19
1129,18:49,18,49,11/7/19
1326,22:06,22,6,11/8/19
384,06:24,6,24,11/9/19
741,12:21,12,21,11/10/19
996,16:36,16,36,11/11/19
170,02:50,2,50,11/12/19
318,05:18,5,18,11/13/19
1360,22:40,22,40,11/14/19
1033,17:13,17,13,11/15/19
434,07:14,7,14,11/16/19
923,15:23,15,23,11/17/19
96,01:36,1,36,11/18/19
574,09:34,9,34,11/19/19
951,15:51,15,51,11/20/19
890,14:50,14,50,11/21/19
13,00:13,0,13,11/22/19
333,05:33,5,33,11/23/19
852,14:12,14,12,11/24/19
215,03:35,3,35,11/25/19
835,13:55,13,55,11/26/19
1111,18:31,18,31,11/27/19
982,16:22,16,22,11/28/19
380,06:20,6,20,11/29/19
944,15:44,15,44,11/30/19
1143,19:03,19,3,12/1/19
1269,21:09,21,9,12/2/19
1173,19:33,19,33,12/3/19
903,15:03,15,3,12/4/19
624,10:24,10,24,12/5/19
454,07:34,7,34,12/6/19
179,02:59,2,59,12/7/19
52,00:52,0,52,12/8/19
926,15:26,15,26,12/9/19
1280,21:20,21,20,12/10/19
940,15:40,15,40,12/11/19
120,02:00,2,0,12/12/19
157,02:37,2,37,12/13/19
583,09:43,9,43,12/14/19
1206,20:06,20,6,12/15/19
994,16:34,16,34,12/16/19
33,00:33,0,33,12/17/19
147,02:27,2,27,12/18/19
830,13:50,13,50,12/19/19
1060,17:40,17,40,12/20/19
1419,23:39,23,39,12/21/19
711,11:51,11,51,12/22/19
130,02:10,2,10,12/23/19
572,09:32,9,32,12/24/19
285,04:45,4,45,12/25/19
884,14:44,14,44,12/26/19
1249,20:49,20,49,12/27/19
1387,23:07,23,7,12/28/19
1413,23:33,23,33,12/29/19
1306,21:46,21,46,12/30/19
443,07:23,7,23,12/31/19
1363,22:43,22,43,1/1/20
383,06:23,6,23,1/2/20
1432,23:52,23,52,1/3/20
645,10:45,10,45,1/4/20
881,14:41,14,41,1/5/20
406,06:46,6,46,1/6/20
1135,18:55,18,55,1/7/20
652,10:52,10,52,1/8/20
770,12:50,12,50,1/9/20
763,12:43,12,43,1/10/20
1061,17:41,17,41,1/11/20
744,12:24,12,24,1/12/20
566,09:26,9,26,1/13/20
886,14:46,14,46,1/14/20
856,14:16,14,16,1/15/20
1247,20:47,20,47,1/16/20
178,02:58,2,58,1/17/20
297,04:57,4,57,1/18/20
29,00:29,0,29,1/19/20
1279,21:19,21,19,1/20/20
34,00:34,0,34,1/21/20
1383,23:03,23,3,1/22/20
183,03:03,3,3,1/23/20
613,10:13,10,13,1/24/20
859,14:19,14,19,1/25/20
1035,17:15,17,15,1/26/20
1184,19:44,19,44,1/27/20
4,00:04,0,4,1/28/20
1074,17:54,17,54,1/29/20
935,15:35,15,35,1/30/20
312,05:12,5,12,1/31/20
1390,23:10,23,10,2/1/20
125,02:05,2,5,2/2/20
733,12:13,12,13,2/3/20
212,03:32,3,32,2/4/20
827,13:47,13,47,2/5/20
456,07:36,7,36,2/6/20
1090,18:10,18,10,2/7/20
921,15:21,15,21,2/8/20
819,13:39,13,39,2/9/20
473,07:53,7,53,2/10/20
891,14:51,14,51,2/11/20
363,06:03,6,3,2/12/20
119,01:59,1,59,2/13/20
1159,19:19,19,19,2/14/20
1139,18:59,18,59,2/15/20
158,02:38,2,38,2/16/20
283,04:43,4,43,2/17/20
32,00:32,0,32,2/18/20
669,11:09,11,9,2/19/20
1225,20:25,20,25,2/20/20
726,12:06,12,6,2/21/20
906,15:06,15,6,2/22/20
515,08:35,8,35,2/23/20
316,05:16,5,16,2/24/20
373,06:13,6,13,2/25/20
1440,00:00,0,0,2/26/20
48,00:48,0,48,2/27/20
528,08:48,8,48,2/28/20
259,04:19,4,19,2/29/20
375,06:15,6,15,3/1/20
814,13:34,13,34,3/2/20
1018,16:58,16,58,3/3/20
1036,17:16,17,16,3/4/20
995,16:35,16,35,3/5/20
98,01:38,1,38,3/6/20
720,12:00,12,0,3/7/20
1121,18:41,18,41,3/8/20
831,13:51,13,51,3/9/20
758,12:38,12,38,3/10/20
833,13:53,13,53,3/11/20
272,04:32,4,32,3/12/20
848,14:08,14,8,3/13/20
525,08:45,8,45,3/14/20
1016,16:56,16,56,3/15/20
300,05:00,5,0,3/16/20
876,14:36,14,36,3/17/20
958,15:58,15,58,3/18/20
945,15:45,15,45,3/19/20
327,05:27,5,27,3/20/20
1119,18:39,18,39,3/21/20
343,05:43,5,43,3/22/20
915,15:15,15,15,3/23/20
269,04:29,4,29,3/24/20
1372,22:52,22,52,3/25/20
1072,17:52,17,52,3/26/20
238,03:58,3,58,3/27/20
1282,21:22,21,22,3/28/20
1423,23:43,23,43,3/29/20
1180,19:40,19,40,3/30/20
863,14:23,14,23,3/31/20
755,12:35,12,35,4/1/20
420,07:00,7,0,4/2/20
843,14:03,14,3,4/3/20
563,09:23,9,23,4/4/20
397,06:37,6,37,4/5/20
314,05:14,5,14,4/6/20
1021,17:01,17,1,4/7/20
510,08:30,8,30,4/8/20
736,12:16,12,16,4/9/20
530,08:50,8,50,4/10/20
9,00:09,0,9,4/11/20
1078,17:58,17,58,4/12/20
430,07:10,7,10,4/13/20
829,13:49,13,49,4/14/20
616,10:16,10,16,4/15/20
1130,18:50,18,50,4/16/20
466,07:46,7,46,4/17/20
1081,18:01,18,1,4/18/20
524,08:44,8,44,4/19/20
1321,22:01,22,1,4/20/20
482,08:02,8,2,4/21/20
855,14:15,14,15,4/22/20
1002,16:42,16,42,4/23/20
435,07:15,7,15,4/24/20
971,16:11,16,11,4/25/20
127,02:07,2,7,4/26/20
73,01:13,1,13,4/27/20
495,08:15,8,15,4/28/20
571,09:31,9,31,4/29/20
725,12:05,12,5,4/30/20
322,05:22,5,22,5/1/20
508,08:28,8,28,5/2/20
1194,19:54,19,54,5/3/20
1245,20:45,20,45,5/4/20
1314,21:54,21,54,5/5/20
626,10:26,10,26,5/6/20
230,03:50,3,50,5/7/20
176,02:56,2,56,5/8/20
291,04:51,4,51,5/9/20
802,13:22,13,22,5/10/20
569,09:29,9,29,5/11/20
562,09:22,9,22,5/12/20
49,00:49,0,49,5/13/20
907,15:07,15,7,5/14/20
1267,21:07,21,7,5/15/20
1315,21:55,21,55,5/16/20
536,08:56,8,56,5/17/20
1409,23:29,23,29,5/18/20
1012,16:52,16,52,5/19/20
198,03:18,3,18,5/20/20
88,01:28,1,28,5/21/20
1296,21:36,21,36,5/22/20
500,08:20,8,20,5/23/20
396,06:36,6,36,5/24/20
542,09:02,9,2,5/25/20
749,12:29,12,29,5/26/20
1262,21:02,21,2,5/27/20
1312,21:52,21,52,5/28/20
527,08:47,8,47,5/29/20
1359,22:39,22,39,5/30/20
453,07:33,7,33,5/31/20
1388,23:08,23,8,6/1/20
265,04:25,4,25,6/2/20
14,00:14,0,14,6/3/20
1203,20:03,20,3,6/4/20
1234,20:34,20,34,6/5/20
636,10:36,10,36,6/6/20
1123,18:43,18,43,6/7/20
1034,17:14,17,14,6/8/20
818,13:38,13,38,6/9/20
38,00:38,0,38,6/10/20
167,02:47,2,47,6/11/20
410,06:50,6,50,6/12/20
1199,19:59,19,59,6/13/20
465,07:45,7,45,6/14/20
842,14:02,14,2,6/15/20
1307,21:47,21,47,6/16/20
546,09:06,9,6,6/17/20
513,08:33,8,33,6/18/20
1185,19:45,19,45,6/19/20
608,10:08,10,8,6/20/20
858,14:18,14,18,6/21/20
880,14:40,14,40,6/22/20
54,00:54,0,54,6/23/20
615,10:15,10,15,6/24/20
633,10:33,10,33,6/25/20
1427,23:47,23,47,6/26/20
1325,22:05,22,5,6/27/20
867,14:27,14,27,6/28/20
35,00:35,0,35,6/29/20
281,04:41,4,41,6/30/20
243,04:03,4,3,7/1/20
627,10:27,10,27,7/2/20
1219,20:19,20,19,7/3/20
559,09:19,9,19,7/4/20
1166,19:26,19,26,7/5/20
131,02:11,2,11,7/6/20
507,08:27,8,27,7/7/20
1115,18:35,18,35,7/8/20
850,14:10,14,10,7/9/20
872,14:32,14,32,7/10/20
813,13:33,13,33,7/11/20
590,09:50,9,50,7/12/20
641,10:41,10,41,7/13/20
990,16:30,16,30,7/14/20
544,09:04,9,4,7/15/20
3,00:03,0,3,7/16/20
86,01:26,1,26,7/17/20
919,15:19,15,19,7/18/20
418,06:58,6,58,7/19/20
369,06:09,6,9,7/20/20
236,03:56,3,56,7/21/20
738,12:18,12,18,7/22/20
811,13:31,13,31,7/23/20
611,10:11,10,11,7/24/20
1070,17:50,17,50,7/25/20
439,07:19,7,19,7/26/20
713,11:53,11,53,7/27/20
321,05:21,5,21,7/28/20
739,12:19,12,19,7/29/20
699,11:39,11,39,7/30/20
169,02:49,2,49,7/31/20
351,05:51,5,51,8/1/20
1356,22:36,22,36,8/2/20
938,15:38,15,38,8/3/20
1156,19:16,19,16,8/4/20
1000,16:40,16,40,8/5/20
47,00:47,0,47,8/6/20
177,02:57,2,57,8/7/20
1365,22:45,22,45,8/8/20
70,01:10,1,10,8/9/20
768,12:48,12,48,8/10/20
1367,22:47,22,47,8/11/20
520,08:40,8,40,8/12/20
140,02:20,2,20,8/13/20
684,11:24,11,24,8/14/20
1284,21:24,21,24,8/15/20
771,12:51,12,51,8/16/20
382,06:22,6,22,8/17/20
403,06:43,6,43,8/18/20
25,00:25,0,25,8/19/20
365,06:05,6,5,8/20/20
284,04:44,4,44,8/21/20
787,13:07,13,7,8/22/20
1039,17:19,17,19,8/23/20
644,10:44,10,44,8/24/20
1389,23:09,23,9,8/25/20
1373,22:53,22,53,8/26/20
1240,20:40,20,40,8/27/20
937,15:37,15,37,8/28/20
1089,18:09,18,9,8/29/20
1009,16:49,16,49,8/30/20
1043,17:23,17,23,8/31/20
1100,18:20,18,20,9/1/20
1405,23:25,23,25,9/2/20
359,05:59,5,59,9/3/20
648,10:48,10,48,9/4/20
1049,17:29,17,29,9/5/20
1265,21:05,21,5,9/6/20
1019,16:59,16,59,9/7/20
973,16:13,16,13,9/8/20
781,13:01,13,1,9/9/20
1148,19:08,19,8,9/10/20
1242,20:42,20,42,9/11/20
1416,23:36,23,36,9/12/20
1168,19:28,19,28,9/13/20
647,10:47,10,47,9/14/20
685,11:25,11,25,9/15/20
625,10:25,10,25,9/16/20
1087,18:07,18,7,9/17/20
1004,16:44,16,44,9/18/20
1420,23:40,23,40,9/19/20
1068,17:48,17,48,9/20/20
194,03:14,3,14,9/21/20
676,11:16,11,16,9/22/20
671,11:11,11,11,9/23/20
977,16:17,16,17,9/24/20
10,00:10,0,10,9/25/20
1230,20:30,20,30,9/26/20
1138,18:58,18,58,9/27/20
1079,17:59,17,59,9/28/20
1220,20:20,20,20,9/29/20
964,16:04,16,4,9/30/20
812,13:32,13,32,10/1/20
57,00:57,0,57,10/2/20
56,00:56,0,56,10/3/20
742,12:22,12,22,10/4/20
518,08:38,8,38,10/5/20
918,15:18,15,18,10/6/20
479,07:59,7,59,10/7/20
282,04:42,4,42,10/8/20
1085,18:05,18,5,10/9/20
143,02:23,2,23,10/10/20
655,10:55,10,55,10/11/20
715,11:55,11,55,10/12/20
836,13:56,13,56,10/13/20
493,08:13,8,13,10/14/20
682,11:22,11,22,10/15/20
1369,22:49,22,49,10/16/20
664,11:04,11,4,10/17/20
1253,20:53,20,53,10/18/20
1290,21:30,21,30,10/19/20
838,13:58,13,58,10/20/20
578,09:38,9,38,10/21/20
222,03:42,3,42,10/22/20
1328,22:08,22,8,10/23/20
431,07:11,7,11,10/24/20
93,01:33,1,33,10/25/20
1339,22:19,22,19,10/26/20
966,16:06,16,6,10/27/20
219,03:39,3,39,10/28/20
740,12:20,12,20,10/29/20
1332,22:12,22,12,10/30/20
792,13:12,13,12,10/31/20
560,09:20,9,20,11/1/20
870,14:30,14,30,11/2/20
444,07:24,7,24,11/3/20
432,07:12,7,12,11/4/20
305,05:05,5,5,11/5/20
523,08:43,8,43,11/6/20
1358,22:38,22,38,11/7/20
224,03:44,3,44,11/8/20
132,02:12,2,12,11/9/20
217,03:37,3,37,11/10/20
908,15:08,15,8,11/11/20
817,13:37,13,37,11/12/20
1177,19:37,19,37,11/13/20
882,14:42,14,42,11/14/20
955,15:55,15,55,11/15/20
686,11:26,11,26,11/16/20
860,14:20,14,20,11/17/20
1062,17:42,17,42,11/18/20
1020,17:00,17,0,11/19/20
1310,21:50,21,50,11/20/20
589,09:49,9,49,11/21/20
425,07:05,7,5,11/22/20
550,09:10,9,10,11/23/20
17,00:17,0,17,11/24/20
257,04:17,4,17,11/25/20
1071,17:51,17,51,11/26/20
306,05:06,5,6,11/27/20
337,05:37,5,37,11/28/20
115,01:55,1,55,11/29/20
342,05:42,5,42,11/30/20
924,15:24,15,24,12/1/20
1065,17:45,17,45,12/2/20
640,10:40,10,40,12/3/20
521,08:41,8,41,12/4/20
341,05:41,5,41,12/5/20
150,02:30,2,30,12/6/20
1297,21:37,21,37,12/7/20
717,11:57,11,57,12/8/20
289,04:49,4,49,12/9/20
570,09:30,9,30,12/10/20
1286,21:26,21,26,12/11/20
634,10:34,10,34,12/12/20
455,07:35,7,35,12/13/20
808,13:28,13,28,12/14/20
494,08:14,8,14,12/15/20
1271,21:11,21,11,12/16/20
657,10:57,10,57,12/17/20
1368,22:48,22,48,12/18/20
1275,21:15,21,15,12/19/20
532,08:52,8,52,12/20/20
352,05:52,5,52,12/21/20
769,12:49,12,49,12/22/20
239,03:59,3,59,12/23/20
1044,17:24,17,24,12/24/20
905,15:05,15,5,12/25/20
810,13:30,13,30,12/26/20
745,12:25,12,25,12/27/20
1435,23:55,23,55,12/28/20
646,10:46,10,46,12/29/20
1235,20:35,20,35,12/30/20
701,11:41,11,41,12/31/20
991,16:31,16,31,1/1/21
387,06:27,6,27,1/2/21
846,14:06,14,6,1/3/21
1352,22:32,22,32,1/4/21
704,11:44,11,44,1/5/21
1351,22:31,22,31,1/6/21
1408,23:28,23,28,1/7/21
661,11:01,11,1,1/8/21
1063,17:43,17,43,1/9/21
1052,17:32,17,32,1/10/21
350,05:50,5,50,1/11/21
388,06:28,6,28,1/12/21
1155,19:15,19,15,1/13/21
718,11:58,11,58,1/14/21
1075,17:55,17,55,1/15/21
556,09:16,9,16,1/16/21
496,08:16,8,16,1/17/21
760,12:40,12,40,1/18/21
203,03:23,3,23,1/19/21
1260,21:00,21,0,1/20/21
290,04:50,4,50,1/21/21
1086,18:06,18,6,1/22/21
688,11:28,11,28,1/23/21
602,10:02,10,2,1/24/21
484,08:04,8,4,1/25/21
986,16:26,16,26,1/26/21
1384,23:04,23,4,1/27/21
355,05:55,5,55,1/28/21
207,03:27,3,27,1/29/21
1073,17:53,17,53,1/30/21
206,03:26,3,26,1/31/21
1126,18:46,18,46,2/1/21
885,14:45,14,45,2/2/21
1191,19:51,19,51,2/3/21
40,00:40,0,40,2/4/21
1335,22:15,22,15,2/5/21
1299,21:39,21,39,2/6/21
1316,21:56,21,56,2/7/21
826,13:46,13,46,2/8/21
400,06:40,6,40,2/9/21
573,09:33,9,33,2/10/21
317,05:17,5,17,2/11/21
1032,17:12,17,12,2/12/21
152,02:32,2,32,2/13/21
294,04:54,4,54,2/14/21
76,01:16,1,16,2/15/21
68,01:08,1,8,2/16/21
1197,19:57,19,57,2/17/21
1001,16:41,16,41,2/18/21
1216,20:16,20,16,2/19/21
1217,20:17,20,17,2/20/21
1013,16:53,16,53,2/21/21
129,02:09,2,9,2/22/21
693,11:33,11,33,2/23/21
757,12:37,12,37,2/24/21
392,06:32,6,32,2/25/21
1293,21:33,21,33,2/26/21
123,02:03,2,3,2/27/21
607,10:07,10,7,2/28/21
381,06:21,6,21,3/1/21
1076,17:56,17,56,3/2/21
1311,21:51,21,51,3/3/21
1193,19:53,19,53,3/4/21
774,12:54,12,54,3/5/21
286,04:46,4,46,3/6/21
2,00:02,0,2,3/7/21
820,13:40,13,40,3/8/21
390,06:30,6,30,3/9/21
308,05:08,5,8,3/10/21
747,12:27,12,27,3/11/21
293,04:53,4,53,3/12/21
899,14:59,14,59,3/13/21
785,13:05,13,5,3/14/21
1172,19:32,19,32,3/15/21
1340,22:20,22,20,3/16/21
1084,18:04,18,4,3/17/21
1107,18:27,18,27,3/18/21
113,01:53,1,53,3/19/21
1174,19:34,19,34,3/20/21
135,02:15,2,15,3/21/21
839,13:59,13,59,3/22/21
700,11:40,11,40,3/23/21
393,06:33,6,33,3/24/21
1122,18:42,18,42,3/25/21
1270,21:10,21,10,3/26/21
1324,22:04,22,4,3/27/21
999,16:39,16,39,3/28/21
254,04:14,4,14,3/29/21
675,11:15,11,15,3/30/21
853,14:13,14,13,3/31/21
512,08:32,8,32,4/1/21
719,11:59,11,59,4/2/21
1132,18:52,18,52,4/3/21
759,12:39,12,39,4/4/21
1250,20:50,20,50,4/5/21
909,15:09,15,9,4/6/21
1272,21:12,21,12,4/7/21
276,04:36,4,36,4/8/21
345,05:45,5,45,4/9/21
1226,20:26,20,26,4/10/21
412,06:52,6,52,4/11/21
46,00:46,0,46,4/12/21
411,06:51,6,51,4/13/21
1029,17:09,17,9,4/14/21
18,00:18,0,18,4/15/21
1347,22:27,22,27,4/16/21
1366,22:46,22,46,4/17/21
82,01:22,1,22,4/18/21
462,07:42,7,42,4/19/21
185,03:05,3,5,4/20/21
1323,22:03,22,3,4/21/21
53,00:53,0,53,4/22/21
1394,23:14,23,14,4/23/21
677,11:17,11,17,4/24/21
511,08:31,8,31,4/25/21
415,06:55,6,55,4/26/21
731,12:11,12,11,4/27/21
30,00:30,0,30,4/28/21
20,00:20,0,20,4/29/21
821,13:41,13,41,4/30/21
793,13:13,13,13,5/1/21
6,00:06,0,6,5/2/21
993,16:33,16,33,5/3/21
1030,17:10,17,10,5/4/21
577,09:37,9,37,5/5/21
706,11:46,11,46,5/6/21
258,04:18,4,18,5/7/21
1006,16:46,16,46,5/8/21
854,14:14,14,14,5/9/21
823,13:43,13,43,5/10/21
184,03:04,3,4,5/11/21
1209,20:09,20,9,5/12/21
837,13:57,13,57,5/13/21
985,16:25,16,25,5/14/21
1350,22:30,22,30,5/15/21
1153,19:13,19,13,5/16/21
732,12:12,12,12,5/17/21
1045,17:25,17,25,5/18/21
832,13:52,13,52,5/19/21
204,03:24,3,24,5/20/21
346,05:46,5,46,5/21/21
1150,19:10,19,10,5/22/21
960,16:00,16,0,5/23/21
1047,17:27,17,27,5/24/21
930,15:30,15,30,5/25/21
902,15:02,15,2,5/26/21
1010,16:50,16,50,5/27/21
273,04:33,4,33,5/28/21
592,09:52,9,52,5/29/21
394,06:34,6,34,5/30/21
166,02:46,2,46,5/31/21
1125,18:45,18,45,6/1/21
486,08:06,8,6,6/2/21
1292,21:32,21,32,6/3/21
60,01:00,1,0,6/4/21
545,09:05,9,5,6/5/21
475,07:55,7,55,6/6/21
1175,19:35,19,35,6/7/21
237,03:57,3,57,6/8/21
606,10:06,10,6,6/9/21
663,11:03,11,3,6/10/21
1317,21:57,21,57,6/11/21
565,09:25,9,25,6/12/21
417,06:57,6,57,6/13/21
1190,19:50,19,50,6/14/21
1239,20:39,20,39,6/15/21
1342,22:22,22,22,6/16/21
161,02:41,2,41,6/17/21
353,05:53,5,53,6/18/21
1028,17:08,17,8,6/19/21
1218,20:18,20,18,6/20/21
834,13:54,13,54,6/21/21
356,05:56,5,56,6/22/21
1169,19:29,19,29,6/23/21
954,15:54,15,54,6/24/21
124,02:04,2,4,6/25/21
1022,17:02,17,2,6/26/21
522,08:42,8,42,6/27/21
690,11:30,11,30,6/28/21
639,10:39,10,39,6/29/21
783,13:03,13,3,6/30/21
1011,16:51,16,51,7/1/21
1027,17:07,17,7,7/2/21
828,13:48,13,48,7/3/21
609,10:09,10,9,7/4/21
301,05:01,5,1,7/5/21
800,13:20,13,20,7/6/21
1251,20:51,20,51,7/7/21
1054,17:34,17,34,7/8/21
427,07:07,7,7,7/9/21
1380,23:00,23,0,7/10/21
784,13:04,13,4,7/11/21
665,11:05,11,5,7/12/21
299,04:59,4,59,7/13/21
1171,19:31,19,31,7/14/21
1343,22:23,22,23,7/15/21
791,13:11,13,11,7/16/21
121,02:01,2,1,7/17/21
155,02:35,2,35,7/18/21
1204,20:04,20,4,7/19/21
288,04:48,4,48,7/20/21
1336,22:16,22,16,7/21/21
796,13:16,13,16,7/22/21
1154,19:14,19,14,7/23/21
1266,21:06,21,6,7/24/21
1195,19:55,19,55,7/25/21
